AGE	AGE_LABEL	AGE_HIERARCHY	AGE_PARENT	SEX	SEX_LABEL	SEX_HIERARCHY	TIME	ICD10_HIERARCHY	ICD10_PARENT	ICD10	ICD10_LABEL	Organ	Nb_death	Pop	Death_Rate	x	y	Sum_death_in_cat
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	C	C70-C72	Malignant neoplasm of brain and central nervous system	Brain	13.0	417340	0.031149662	305	580	13.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	C	C70-C72	Malignant neoplasm of brain and central nervous system	Brain	14.0	414131	0.033805728	305	580	14.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	C	C70-C72	Malignant neoplasm of brain and central nervous system	Brain	16.0	391759	0.040841436	305	580	16.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	C	C70-C72	Malignant neoplasm of brain and central nervous system	Brain	13.0	403793	0.032194714	305	580	13.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	C	C70-C72	Malignant neoplasm of brain and central nervous system	Brain	17.0	417595	0.0407093	305	580	17.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	C	C70-C72	Malignant neoplasm of brain and central nervous system	Brain	11.0	422967	0.026006757	305	580	11.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	C	C70-C72	Malignant neoplasm of brain and central nervous system	Brain	15.0	418571	0.035836214	305	580	15.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	C	C70-C72	Malignant neoplasm of brain and central nervous system	Brain	12.0	411495	0.029161958	305	580	12.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	C	C70-C72	Malignant neoplasm of brain and central nervous system	Brain	11.0	410467	0.026798744	305	580	11.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	C	C70-C72	Malignant neoplasm of brain and central nervous system	Brain	15.0	407841	0.036779039	305	580	15.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	C	C70-C72	Malignant neoplasm of brain and central nervous system	Brain	3.0	387933	0.007733294	305	580	3.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	C	C70-C72	Malignant neoplasm of brain and central nervous system	Brain	12.0	396331	0.030277722	305	580	12.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	C	C70-C72	Malignant neoplasm of brain and central nervous system	Brain	9.0	408308	0.022042184	305	580	9.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	C	C70-C72	Malignant neoplasm of brain and central nervous system	Brain	8.0	411931	0.019420728	305	580	8.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	C	C70-C72	Malignant neoplasm of brain and central nervous system	Brain	8.0	406142	0.019697544	305	580	8.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	0.0	418768	0	278	510	0.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	0.0	417340	0	278	510	0.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	0.0	414131	0	278	510	0.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	0.0	391759	0	278	510	0.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	0.0	403793	0	278	510	0.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	0.0	417595	0	278	510	0.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	0.0	422967	0	278	510	0.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	0.0	418571	0	278	510	0.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	0.0	411495	0	278	510	0.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	0.0	410467	0	278	510	0.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	1.0	407841	0.002451936	278	510	1.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	0.0	387933	0	278	510	0.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	1.0	396331	0.002523144	278	510	1.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	1.0	408308	0.002449132	278	510	1.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	0.0	411931	0	278	510	0.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	C	C73	Malignant neoplasm of thyroid gland	Thyroid	0.0	406142	0	278	510	0.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	17.0	418768	0.04059527	310	300	17.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	19.0	417340	0.045526429	310	300	20.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	16.0	414131	0.038635118	310	300	16.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	15.0	391759	0.038288846	310	300	15.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	17.0	403793	0.042100779	310	300	17.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	23.0	417595	0.055077288	310	300	23.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	14.0	422967	0.033099509	310	300	14.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	12.0	418571	0.028668971	310	300	12.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	10.0	411495	0.024301632	310	300	11.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	10.0	410467	0.024362494	310	300	10.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	11.0	407841	0.026971295	310	300	12.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	8.0	387933	0.020622118	310	300	8.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	3.0	396331	0.007569431	310	300	3.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	6.0	408308	0.014694789	310	300	6.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	7.0	411931	0.016993137	310	300	8.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	C	C81-C86	Hodgkin disease and lymphomas	Lymphatic system	5.0	406142	0.012310965	310	300	5.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	0.0	418768	0	310	300	17.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	1.0	417340	0.002396128	310	300	20.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	0.0	414131	0	310	300	16.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	0.0	391759	0	310	300	15.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	0.0	403793	0	310	300	17.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	0.0	417595	0	310	300	23.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	0.0	422967	0	310	300	14.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	0.0	418571	0	310	300	12.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	1.0	411495	0.002430163	310	300	11.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	0.0	410467	0	310	300	10.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	1.0	407841	0.002451936	310	300	12.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	0.0	387933	0	310	300	8.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	0.0	396331	0	310	300	3.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	0.0	408308	0	310	300	6.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	1.0	411931	0.002427591	310	300	8.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	C	C88_C90_C96	Other malignant neoplasm of lymphoid, haematopoietic and related tissue	Lymphatic system	0.0	406142	0	310	300	5.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	C	C91-C95	Leukaemia	Blood	25.0	418768	0.059698926	265	280	25.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	C	C91-C95	Leukaemia	Blood	22.0	417340	0.052714813	265	280	22.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	C	C91-C95	Leukaemia	Blood	29.0	414131	0.070026151	265	280	29.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	C	C91-C95	Leukaemia	Blood	30.0	391759	0.076577692	265	280	30.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	C	C91-C95	Leukaemia	Blood	31.0	403793	0.076772009	265	280	31.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	C	C91-C95	Leukaemia	Blood	23.0	417595	0.055077288	265	280	23.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	C	C91-C95	Leukaemia	Blood	23.0	422967	0.054377765	265	280	23.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	C	C91-C95	Leukaemia	Blood	27.0	418571	0.064505186	265	280	27.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	C	C91-C95	Leukaemia	Blood	18.0	411495	0.043742937	265	280	18.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	C	C91-C95	Leukaemia	Blood	23.0	410467	0.056033737	265	280	23.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	C	C91-C95	Leukaemia	Blood	7.0	407841	0.017163551	265	280	7.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	C	C91-C95	Leukaemia	Blood	19.0	387933	0.04897753	265	280	19.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	C	C91-C95	Leukaemia	Blood	11.0	396331	0.027754579	265	280	11.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	C	C91-C95	Leukaemia	Blood	16.0	408308	0.039186105	265	280	16.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	C	C91-C95	Leukaemia	Blood	12.0	411931	0.029131092	265	280	12.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	C	C91-C95	Leukaemia	Blood	13.0	406142	0.032008509	265	280	13.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	15.0	418768	0.035819356	260	410	23.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	20.0	417340	0.047922557	260	410	26.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	14.0	414131	0.033805728	260	410	19.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	17.0	391759	0.043394025	260	410	26.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	17.0	403793	0.042100779	260	410	23.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	16.0	417595	0.038314635	260	410	23.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	16.0	422967	0.03782801	260	410	23.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	18.0	418571	0.043003457	260	410	24.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	10.0	411495	0.024301632	260	410	18.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	17.0	410467	0.041416241	260	410	21.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	19.0	407841	0.046586783	260	410	24.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	13.0	387933	0.033510941	260	410	17.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	11.0	396331	0.027754579	260	410	15.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	17.0	408308	0.041635236	260	410	22.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	15.0	411931	0.036413865	260	410	22.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	E	E_OTH	Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)	Liver	15.0	406142	0.036932895	260	410	18.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	E	E10-E14	Diabetes mellitus	Liver	4.0	418768	0.009551828	260	410	23.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	E	E10-E14	Diabetes mellitus	Liver	1.0	417340	0.002396128	260	410	26.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	E	E10-E14	Diabetes mellitus	Liver	1.0	414131	0.002414695	260	410	19.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	E	E10-E14	Diabetes mellitus	Liver	3.0	391759	0.007657769	260	410	26.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	E	E10-E14	Diabetes mellitus	Liver	2.0	403793	0.004953033	260	410	23.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	E	E10-E14	Diabetes mellitus	Liver	3.0	417595	0.007183994	260	410	23.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	E	E10-E14	Diabetes mellitus	Liver	0.0	422967	0	260	410	23.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	E	E10-E14	Diabetes mellitus	Liver	1.0	418571	0.002389081	260	410	24.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	E	E10-E14	Diabetes mellitus	Liver	4.0	411495	0.009720653	260	410	18.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	E	E10-E14	Diabetes mellitus	Liver	2.0	410467	0.004872499	260	410	21.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	E	E10-E14	Diabetes mellitus	Liver	3.0	407841	0.007355808	260	410	24.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	E	E10-E14	Diabetes mellitus	Liver	2.0	387933	0.005155529	260	410	17.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	E	E10-E14	Diabetes mellitus	Liver	2.0	396331	0.005046287	260	410	15.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	E	E10-E14	Diabetes mellitus	Liver	3.0	408308	0.007347395	260	410	22.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	E	E10-E14	Diabetes mellitus	Liver	5.0	411931	0.012137955	260	410	22.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	E	E10-E14	Diabetes mellitus	Liver	2.0	406142	0.004924386	260	410	18.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	4.0	418768	0.009551828	245	580	32.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	5.0	417340	0.011980639	245	580	29.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	2.0	414131	0.00482939	245	580	36.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	4.0	391759	0.010210359	245	580	21.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	6.0	403793	0.014859099	245	580	27.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	5.0	417595	0.011973323	245	580	25.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	2.0	422967	0.004728501	245	580	21.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	4.0	418571	0.009556324	245	580	24.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	3.0	411495	0.00729049	245	580	3.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	4.0	410467	0.009744998	245	580	5.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	7.0	407841	0.017163551	245	580	12.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	6.0	387933	0.015466588	245	580	9.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	5.0	396331	0.012615718	245	580	10.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	7.0	408308	0.017143921	245	580	10.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	6.0	411931	0.014565546	245	580	10.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	F	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	Mental disorders	8.0	406142	0.019697544	245	580	10.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	F	F01_F03	Dementia	Mental disorders	1.0	418768	0.002387957	245	580	32.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	F	F01_F03	Dementia	Mental disorders	1.0	417340	0.002396128	245	580	29.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	F	F01_F03	Dementia	Mental disorders	0.0	414131	0	245	580	36.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	F	F01_F03	Dementia	Mental disorders	0.0	391759	0	245	580	21.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	F	F01_F03	Dementia	Mental disorders	0.0	403793	0	245	580	27.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	F	F01_F03	Dementia	Mental disorders	0.0	417595	0	245	580	25.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	F	F01_F03	Dementia	Mental disorders	0.0	422967	0	245	580	21.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	F	F01_F03	Dementia	Mental disorders	0.0	418571	0	245	580	24.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	F	F01_F03	Dementia	Mental disorders	0.0	411495	0	245	580	3.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	F	F01_F03	Dementia	Mental disorders	0.0	410467	0	245	580	5.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	F	F01_F03	Dementia	Mental disorders	0.0	407841	0	245	580	12.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	F	F01_F03	Dementia	Mental disorders	0.0	387933	0	245	580	9.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	F	F01_F03	Dementia	Mental disorders	0.0	396331	0	245	580	10.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	F	F01_F03	Dementia	Mental disorders	0.0	408308	0	245	580	10.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	F	F01_F03	Dementia	Mental disorders	1.0	411931	0.002427591	245	580	10.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2008	2	F	F01_F03	Dementia	Mental disorders	0.0	406142	0	245	580	10.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2001	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	14.0	418768	0.033431399	245	580	32.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2002	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	7.0	417340	0.016772895	245	580	29.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2003	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	15.0	414131	0.036220423	245	580	36.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2004	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	7.0	391759	0.017868128	245	580	21.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2005	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	6.0	403793	0.014859099	245	580	27.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2006	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	7.0	417595	0.016762653	245	580	25.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2007	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	8.0	422967	0.018914005	245	580	21.0
Y20-24	From 20 to 24 years	2	Y15-24	M	Males	1	2008	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	6.0	418571	0.014334486	245	580	24.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2001	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	0.0	411495	0	245	580	3.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2002	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	0.0	410467	0	245	580	5.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2003	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	3.0	407841	0.007355808	245	580	12.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2004	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	0.0	387933	0	245	580	9.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2005	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	2.0	396331	0.005046287	245	580	10.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2006	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	1.0	408308	0.002449132	245	580	10.0
Y20-24	From 20 to 24 years	2	Y15-24	F	Females	1	2007	2	F	F10	Mental and behavioural disorders due to use of alcohol	Mental disorders	0.0	411931	0	245	580	10.0
