AGE	AGE_LABEL	Death_Rate	ICD10	ICD10_LABEL	Nb_death	Organ	Pop	SEX	SEX_LABEL	Sum_death_in_cat	TIME	x	y
TOTAL	Total	0.874050954	ALL	All Diseases	28075.0	Digestive System	32120553	F	Females	28075.0	2004	278	380
TOTAL	Total	0.697342489	ALL	All Diseases	21040.0	Digestive System	30171688	M	Males	21040.0	2004	278	380
TOTAL	Total	0.114975337	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	3469.0	General	30171688	M	Males	17431.0	2004	400	545
TOTAL	Total	0.119113765	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	3826.0	General	32120553	F	Females	13529.0	2004	400	545
TOTAL	Total	0.025388039	B20-B24	Human immunodeficiency virus [HIV] disease	766.0	General	30171688	M	Males	17431.0	2004	400	545
TOTAL	Total	0.007845444	B20-B24	Human immunodeficiency virus [HIV] disease	252.0	General	32120553	F	Females	13529.0	2004	400	545
TOTAL	Total	0.437363664	C_OTH	Other malignant neoplasms (remainder of C00-C97)	13196.0	General	30171688	M	Males	17431.0	2004	400	545
TOTAL	Total	0.294235283	C_OTH	Other malignant neoplasms (remainder of C00-C97)	9451.0	General	32120553	F	Females	13529.0	2004	400	545
TOTAL	Total	0.421194492	ALL	All Diseases	13529.0	General	32120553	F	Females	13529.0	2004	400	545
TOTAL	Total	0.57772704	ALL	All Diseases	17431.0	General	30171688	M	Males	17431.0	2004	400	545
TOTAL	Total	0.0	C53	Malignant neoplasm of cervix uteri		Genitourinary system	30171688	M	Males	7433.0	2004	265	330
TOTAL	Total	0.023909925	C53	Malignant neoplasm of cervix uteri	768.0	Genitourinary system	32120553	F	Females	11499.0	2004	265	330
TOTAL	Total	0.0	C54_C55	Malignant neoplasm of other parts of uterus		Genitourinary system	30171688	M	Males	7433.0	2004	265	330
TOTAL	Total	0.070173138	C54_C55	Malignant neoplasm of other parts of uterus	2254.0	Genitourinary system	32120553	F	Females	11499.0	2004	265	330
TOTAL	Total	0.0	C56	Malignant neoplasm of ovary		Genitourinary system	30171688	M	Males	7433.0	2004	265	330
TOTAL	Total	0.101866241	C56	Malignant neoplasm of ovary	3272.0	Genitourinary system	32120553	F	Females	11499.0	2004	265	330
TOTAL	Total	0.114677044	C67	Malignant neoplasm of bladder	3460.0	Genitourinary system	30171688	M	Males	7433.0	2004	265	330
TOTAL	Total	0.03589602	C67	Malignant neoplasm of bladder	1153.0	Genitourinary system	32120553	F	Females	11499.0	2004	265	330
TOTAL	Total	0.028735548	N_OTH	Other diseases of the genitourinary system (remainder of N00-N99)	867.0	Genitourinary system	30171688	M	Males	7433.0	2004	265	330
TOTAL	Total	0.026711869	N_OTH	Other diseases of the genitourinary system (remainder of N00-N99)	858.0	Genitourinary system	32120553	F	Females	11499.0	2004	265	330
TOTAL	Total	0.102944191	N00-N29	Diseases of kidney and ureter	3106.0	Genitourinary system	30171688	M	Males	7433.0	2004	265	330
TOTAL	Total	0.09943789	N00-N29	Diseases of kidney and ureter	3194.0	Genitourinary system	32120553	F	Females	11499.0	2004	265	330
TOTAL	Total	0.357995082	ALL	All Diseases	11499.0	Genitourinary system	32120553	F	Females	11499.0	2004	265	330
TOTAL	Total	0.246356783	ALL	All Diseases	7433.0	Genitourinary system	30171688	M	Males	7433.0	2004	265	330
TOTAL	Total	0.33965617	I20_I23-I25	Other ischaemic heart diseases	10248.0	Heart	30171688	M	Males	44220.0	2004	290	450
TOTAL	Total	0.252330649	I20_I23-I25	Other ischaemic heart diseases	8105.0	Heart	32120553	F	Females	44704.0	2004	290	450
TOTAL	Total	0.436568216	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	13172.0	Heart	30171688	M	Males	44220.0	2004	290	450
TOTAL	Total	0.302205258	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	9707.0	Heart	32120553	F	Females	44704.0	2004	290	450
TOTAL	Total	0.689388012	I30-I51	Other heart diseases	20800.0	Heart	30171688	M	Males	44220.0	2004	290	450
TOTAL	Total	0.837220953	I30-I51	Other heart diseases	26892.0	Heart	32120553	F	Females	44704.0	2004	290	450
TOTAL	Total	1.39175686	ALL	All Diseases	44704.0	Heart	32120553	F	Females	44704.0	2004	290	450
TOTAL	Total	1.465612398	ALL	All Diseases	44220.0	Heart	30171688	M	Males	44220.0	2004	290	450
TOTAL	Total	0.064961563	C64	Malignant neoplasm of kidney. except renal pelvis	1960.0	Kidney	30171688	M	Males	1960.0	2004	310	360
TOTAL	Total	0.033903526	C64	Malignant neoplasm of kidney. except renal pelvis	1089.0	Kidney	32120553	F	Females	1089.0	2004	310	360
TOTAL	Total	0.033903526	ALL	All Diseases	1089.0	Kidney	32120553	F	Females	1089.0	2004	310	360
TOTAL	Total	0.064961563	ALL	All Diseases	1960.0	Kidney	30171688	M	Males	1960.0	2004	310	360
TOTAL	Total	0.046169111	C32	Malignant neoplasm of larynx	1393.0	Larynx	30171688	M	Males	1393.0	2004	278	523
TOTAL	Total	0.004918969	C32	Malignant neoplasm of larynx	158.0	Larynx	32120553	F	Females	158.0	2004	278	523
TOTAL	Total	0.004918969	ALL	All Diseases	158.0	Larynx	32120553	F	Females	158.0	2004	278	523
TOTAL	Total	0.046169111	ALL	All Diseases	1393.0	Larynx	30171688	M	Males	1393.0	2004	278	523
TOTAL	Total	0.013224318	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	399.0	Liver	30171688	M	Males	19771.0	2004	260	410
TOTAL	Total	0.010647388	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	342.0	Liver	32120553	F	Females	15609.0	2004	260	410
TOTAL	Total	0.177152833	C22	Malignant neoplasm of liver and intrahepatic bile ducts	5345.0	Liver	30171688	M	Males	19771.0	2004	260	410
TOTAL	Total	0.057253062	C22	Malignant neoplasm of liver and intrahepatic bile ducts	1839.0	Liver	32120553	F	Females	15609.0	2004	260	410
TOTAL	Total	0.102148743	E_OTH	Other endocrine. nutritional and metabolic diseases (remainder of E00-E90)	3082.0	Liver	30171688	M	Males	19771.0	2004	260	410
TOTAL	Total	0.157157942	E_OTH	Other endocrine. nutritional and metabolic diseases (remainder of E00-E90)	5048.0	Liver	32120553	F	Females	15609.0	2004	260	410
TOTAL	Total	0.177119689	E10-E14	Diabetes mellitus	5344.0	Liver	30171688	M	Males	19771.0	2004	260	410
TOTAL	Total	0.18844632	E10-E14	Diabetes mellitus	6053.0	Liver	32120553	F	Females	15609.0	2004	260	410
TOTAL	Total	0.185637608	K70_K73_K74	Chronic liver disease	5601.0	Liver	30171688	M	Males	19771.0	2004	260	410
TOTAL	Total	0.072445826	K70_K73_K74	Chronic liver disease	2327.0	Liver	32120553	F	Females	15609.0	2004	260	410
TOTAL	Total	0.485950538	ALL	All Diseases	15609.0	Liver	32120553	F	Females	15609.0	2004	260	410
TOTAL	Total	0.655283191	ALL	All Diseases	19771.0	Liver	30171688	M	Males	19771.0	2004	260	410
TOTAL	Total	0.014351202	A15-A19_B90	Tuberculosis	433.0	Lung	30171688	M	Males	43681.0	2004	230	460
TOTAL	Total	0.012577617	A15-A19_B90	Tuberculosis	404.0	Lung	32120553	F	Females	23772.0	2004	230	460
TOTAL	Total	0.714974913	C33_C34	Malignant neoplasm of trachea. bronchus and lung	21572.0	Lung	30171688	M	Males	43681.0	2004	230	460
TOTAL	Total	0.17182145	C33_C34	Malignant neoplasm of trachea. bronchus and lung	5519.0	Lung	32120553	F	Females	23772.0	2004	230	460
TOTAL	Total	0.206219818	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	6222.0	Lung	30171688	M	Males	43681.0	2004	230	460
TOTAL	Total	0.18660949	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	5994.0	Lung	32120553	F	Females	23772.0	2004	230	460
TOTAL	Total	0.001856045	J09-J11	Influenza (including swine flu)	56.0	Lung	30171688	M	Males	43681.0	2004	230	460
TOTAL	Total	0.0033312	J09-J11	Influenza (including swine flu)	107.0	Lung	32120553	F	Females	23772.0	2004	230	460
TOTAL	Total	0.149345307	J12-J18	Pneumonia	4506.0	Lung	30171688	M	Males	43681.0	2004	230	460
TOTAL	Total	0.161142929	J12-J18	Pneumonia	5176.0	Lung	32120553	F	Females	23772.0	2004	230	460
TOTAL	Total	0.166911444	J40-J44_J47	Other lower respiratory diseases	5036.0	Lung	30171688	M	Males	43681.0	2004	230	460
TOTAL	Total	0.078859165	J40-J44_J47	Other lower respiratory diseases	2533.0	Lung	32120553	F	Females	23772.0	2004	230	460
TOTAL	Total	0.180500342	J40-J47	Chronic lower respiratory diseases	5446.0	Lung	30171688	M	Males	43681.0	2004	230	460
TOTAL	Total	0.102302099	J40-J47	Chronic lower respiratory diseases	3286.0	Lung	32120553	F	Females	23772.0	2004	230	460
TOTAL	Total	0.013588898	J45_J46	Asthma and status asthmaticus	410.0	Lung	30171688	M	Males	43681.0	2004	230	460
TOTAL	Total	0.023442934	J45_J46	Asthma and status asthmaticus	753.0	Lung	32120553	F	Females	23772.0	2004	230	460
TOTAL	Total	0.740086885	ALL	All Diseases	23772.0	Lung	32120553	F	Females	23772.0	2004	230	460
TOTAL	Total	1.447747968	ALL	All Diseases	43681.0	Lung	30171688	M	Males	43681.0	2004	230	460
TOTAL	Total	0.079677345	C81-C86	Hodgkin disease and lymphomas	2404.0	Lymphatic system	30171688	M	Males	3795.0	2004	310	300
TOTAL	Total	0.064071126	C81-C86	Hodgkin disease and lymphomas	2058.0	Lymphatic system	32120553	F	Females	3470.0	2004	310	300
TOTAL	Total	0.046102823	C88_C90_C96	Other malignant neoplasm of lymphoid. haematopoietic and related tissue	1391.0	Lymphatic system	30171688	M	Males	3795.0	2004	310	300
TOTAL	Total	0.043959393	C88_C90_C96	Other malignant neoplasm of lymphoid. haematopoietic and related tissue	1412.0	Lymphatic system	32120553	F	Females	3470.0	2004	310	300
TOTAL	Total	0.108030519	ALL	All Diseases	3470.0	Lymphatic system	32120553	F	Females	3470.0	2004	310	300
TOTAL	Total	0.125780168	ALL	All Diseases	3795.0	Lymphatic system	30171688	M	Males	3795.0	2004	310	300
TOTAL	Total	0.040136965	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	1211.0	Mental disorders	30171688	M	Males	6921.0	2004	245	580
TOTAL	Total	0.046917	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	1507.0	Mental disorders	32120553	F	Females	9372.0	2004	245	580
TOTAL	Total	0.105893976	F01_F03	Dementia	3195.0	Mental disorders	30171688	M	Males	6921.0	2004	245	580
TOTAL	Total	0.226085771	F01_F03	Dementia	7262.0	Mental disorders	32120553	F	Females	9372.0	2004	245	580
TOTAL	Total	0.078583605	F10	Mental and behavioural disorders due to use of alcohol	2371.0	Mental disorders	30171688	M	Males	6921.0	2004	245	580
TOTAL	Total	0.018088107	F10	Mental and behavioural disorders due to use of alcohol	581.0	Mental disorders	32120553	F	Females	9372.0	2004	245	580
TOTAL	Total	0.004772686	TOXICO	Drug dependence. toxicomania (F11-F16. F18-F19)	144.0	Mental disorders	30171688	M	Males	6921.0	2004	245	580
TOTAL	Total	0.00068492	TOXICO	Drug dependence. toxicomania (F11-F16. F18-F19)	22.0	Mental disorders	32120553	F	Females	9372.0	2004	245	580
TOTAL	Total	0.291775799	ALL	All Diseases	9372.0	Mental disorders	32120553	F	Females	9372.0	2004	245	580
TOTAL	Total	0.229387232	ALL	All Diseases	6921.0	Mental disorders	30171688	M	Males	6921.0	2004	245	580
TOTAL	Total	0.142816007	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	4309.0	Nervous system	30171688	M	Males	9980.0	2004	240	515
TOTAL	Total	0.118646774	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	3811.0	Nervous system	32120553	F	Females	13853.0	2004	240	515
TOTAL	Total	0.066519314	G20	Parkinson disease	2007.0	Nervous system	30171688	M	Males	9980.0	2004	240	515
TOTAL	Total	0.053766198	G20	Parkinson disease	1727.0	Nervous system	32120553	F	Females	13853.0	2004	240	515
TOTAL	Total	0.12143835	G30	Alzheimer disease	3664.0	Nervous system	30171688	M	Males	9980.0	2004	240	515
TOTAL	Total	0.258868519	G30	Alzheimer disease	8315.0	Nervous system	32120553	F	Females	13853.0	2004	240	515
TOTAL	Total	0.431281491	ALL	All Diseases	13853.0	Nervous system	32120553	F	Females	13853.0	2004	240	515
TOTAL	Total	0.330773671	ALL	All Diseases	9980.0	Nervous system	30171688	M	Males	9980.0	2004	240	515
TOTAL	Total	0.107948882	C15	Malignant neoplasm of oesophagus	3257.0	Oesophagus	30171688	M	Males	3257.0	2004	278	490
TOTAL	Total	0.021699502	C15	Malignant neoplasm of oesophagus	697.0	Oesophagus	32120553	F	Females	697.0	2004	278	490
TOTAL	Total	0.021699502	ALL	All Diseases	697.0	Oesophagus	32120553	F	Females	697.0	2004	278	490
TOTAL	Total	0.107948882	ALL	All Diseases	3257.0	Oesophagus	30171688	M	Males	3257.0	2004	278	490
TOTAL	Total	0.135491259	C25	Malignant neoplasm of pancreas	4088.0	Pancreas	30171688	M	Males	4088.0	2004	250	390
TOTAL	Total	0.117463731	C25	Malignant neoplasm of pancreas	3773.0	Pancreas	32120553	F	Females	3773.0	2004	250	390
TOTAL	Total	0.117463731	ALL	All Diseases	3773.0	Pancreas	32120553	F	Females	3773.0	2004	250	390
TOTAL	Total	0.135491259	ALL	All Diseases	4088.0	Pancreas	30171688	M	Males	4088.0	2004	250	390
TOTAL	Total	0.311484064	C61	Malignant neoplasm of prostate	9398.0	Prostate	30171688	M	Males	9398.0	2004	290	330
TOTAL	Total	0.0	C61	Malignant neoplasm of prostate		Prostate	32120553	F	Females	0.0	2004	290	330
TOTAL	Total	0.0	ALL	All Diseases	0.0	Prostate	32120553	F	Females	0.0	2004	290	330
TOTAL	Total	0.311484064	ALL	All Diseases	9398.0	Prostate	30171688	M	Males	9398.0	2004	290	330
TOTAL	Total	0.036424876	M_OTH	Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)	1099.0	Skeleton	30171688	M	Males	1251.0	2004	145	380
TOTAL	Total	0.056163417	M_OTH	Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)	1804.0	Skeleton	32120553	F	Females	2279.0	2004	145	380
TOTAL	Total	0.005037835	RHEUM_ARTHRO	Rheumatoid arthritis and arthrosis (M05-M06.M15-M19)	152.0	Skeleton	30171688	M	Males	1251.0	2004	145	380
TOTAL	Total	0.014788039	RHEUM_ARTHRO	Rheumatoid arthritis and arthrosis (M05-M06.M15-M19)	475.0	Skeleton	32120553	F	Females	2279.0	2004	145	380
TOTAL	Total	0.070951456	ALL	All Diseases	2279.0	Skeleton	32120553	F	Females	2279.0	2004	145	380
TOTAL	Total	0.041462712	ALL	All Diseases	1251.0	Skeleton	30171688	M	Males	1251.0	2004	145	380
TOTAL	Total	0.025686332	C43	Malignant melanoma of skin	775.0	Skin	30171688	M	Males	775.0	2004	415	375
TOTAL	Total	0.020578724	C43	Malignant melanoma of skin	661.0	Skin	32120553	F	Females	661.0	2004	415	375
TOTAL	Total	0.020578724	ALL	All Diseases	661.0	Skin	32120553	F	Females	661.0	2004	415	375
TOTAL	Total	0.025686332	ALL	All Diseases	775.0	Skin	30171688	M	Males	775.0	2004	415	375
TOTAL	Total	0.106589993	C16	Malignant neoplasm of stomach	3216.0	Stomach	30171688	M	Males	3628.0	2004	295	400
TOTAL	Total	0.058965361	C16	Malignant neoplasm of stomach	1894.0	Stomach	32120553	F	Females	2325.0	2004	295	400
TOTAL	Total	0.013655186	K25-K28	Ulcer of stomach. duodenum and jejunum	412.0	Stomach	30171688	M	Males	3628.0	2004	295	400
TOTAL	Total	0.0134182	K25-K28	Ulcer of stomach. duodenum and jejunum	431.0	Stomach	32120553	F	Females	2325.0	2004	295	400
TOTAL	Total	0.072383561	ALL	All Diseases	2325.0	Stomach	32120553	F	Females	2325.0	2004	295	400
TOTAL	Total	0.120245178	ALL	All Diseases	3628.0	Stomach	30171688	M	Males	3628.0	2004	295	400
TOTAL	Total	0.005501847	C73	Malignant neoplasm of thyroid gland	166.0	Thyroid	30171688	M	Males	166.0	2004	278	510
TOTAL	Total	0.008001108	C73	Malignant neoplasm of thyroid gland	257.0	Thyroid	32120553	F	Females	257.0	2004	278	510
TOTAL	Total	0.008001108	ALL	All Diseases	257.0	Thyroid	32120553	F	Females	257.0	2004	278	510
TOTAL	Total	0.005501847	ALL	All Diseases	166.0	Thyroid	30171688	M	Males	166.0	2004	278	510
TOTAL	Total	0.12007946	C00-C14	Malignant neoplasm of lip. oral cavity. pharynx	3623.0	oral cavity	30171688	M	Males	3623.0	2004	278	550
TOTAL	Total	0.023038209	C00-C14	Malignant neoplasm of lip. oral cavity. pharynx	740.0	oral cavity	32120553	F	Females	740.0	2004	278	550
TOTAL	Total	0.023038209	ALL	All Diseases	740.0	oral cavity	32120553	F	Females	740.0	2004	278	550
TOTAL	Total	0.12007946	ALL	All Diseases	3623.0	oral cavity	30171688	M	Males	3623.0	2004	278	550
TOTAL	Total	0.097512455	C91-C95	Leukaemia	2963.0	Blood	30385862	M	Males	2963.0	2005	265	280
TOTAL	Total	0.076265149	C91-C95	Leukaemia	2470.0	Blood	32387008	F	Females	2470.0	2005	265	280
TOTAL	Total	0.076265149	ALL	All Diseases	2470.0	Blood	32387008	F	Females	2470.0	2005	265	280
TOTAL	Total	0.097512455	ALL	All Diseases	2963.0	Blood	30385862	M	Males	2963.0	2005	265	280
TOTAL	Total	0.05492686	C70-C72	Malignant neoplasm of brain and central nervous system	1669.0	Brain	30385862	M	Males	1669.0	2005	305	580
TOTAL	Total	0.040046923	C70-C72	Malignant neoplasm of brain and central nervous system	1297.0	Brain	32387008	F	Females	1297.0	2005	305	580
TOTAL	Total	0.040046923	ALL	All Diseases	1297.0	Brain	32387008	F	Females	1297.0	2005	305	580
TOTAL	Total	0.05492686	ALL	All Diseases	1669.0	Brain	30385862	M	Males	1669.0	2005	305	580
TOTAL	Total	0.006680739	C50	Malignant neoplasm of breast	203.0	Breast	30385862	M	Males	203.0	2005	320	460
TOTAL	Total	0.354030851	C50	Malignant neoplasm of breast	11466.0	Breast	32387008	F	Females	11466.0	2005	320	460
TOTAL	Total	0.354030851	ALL	All Diseases	11466.0	Breast	32387008	F	Females	11466.0	2005	320	460
TOTAL	Total	0.006680739	ALL	All Diseases	203.0	Breast	30385862	M	Males	203.0	2005	320	460
TOTAL	Total	0.39804696	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	12095.0	Circulatory system	30385862	M	Males	12095.0	2005	230	300
TOTAL	Total	0.469076983	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	15192.0	Circulatory system	32387008	F	Females	15192.0	2005	230	300
TOTAL	Total	0.469076983	ALL	All Diseases	15192.0	Circulatory system	32387008	F	Females	15192.0	2005	230	300
TOTAL	Total	0.39804696	ALL	All Diseases	12095.0	Circulatory system	30385862	M	Males	12095.0	2005	230	300
TOTAL	Total	0.291451334	C18-C21	Malignant neoplasm of colon. rectosigmoid junction. rectum. anus and anal canal	8856.0	Colo-Rectum	30385862	M	Males	8856.0	2005	265	355
TOTAL	Total	0.245715813	C18-C21	Malignant neoplasm of colon. rectosigmoid junction. rectum. anus and anal canal	7958.0	Colo-Rectum	32387008	F	Females	7958.0	2005	265	355
TOTAL	Total	0.245715813	ALL	All Diseases	7958.0	Colo-Rectum	32387008	F	Females	7958.0	2005	265	355
TOTAL	Total	0.291451334	ALL	All Diseases	8856.0	Colo-Rectum	30385862	M	Males	8856.0	2005	265	355
TOTAL	Total	0.488516666	I60-I69	Cerebrovascular diseases	14844.0	Digestive System	30385862	M	Males	21557.0	2005	278	380
TOTAL	Total	0.619878193	I60-I69	Cerebrovascular diseases	20076.0	Digestive System	32387008	F	Females	28263.0	2005	278	380
TOTAL	Total	0.220925113	K_OTH	Other diseases of the digestive system (remainder of K00-K93)	6713.0	Digestive System	30385862	M	Males	21557.0	2005	278	380
TOTAL	Total	0.252786549	K_OTH	Other diseases of the digestive system (remainder of K00-K93)	8187.0	Digestive System	32387008	F	Females	28263.0	2005	278	380
TOTAL	Total	0.872664743	ALL	All Diseases	28263.0	Digestive System	32387008	F	Females	28263.0	2005	278	380
TOTAL	Total	0.709441779	ALL	All Diseases	21557.0	Digestive System	30385862	M	Males	21557.0	2005	278	380
TOTAL	Total	0.120055834	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	3648.0	General	30385862	M	Males	17894.0	2005	400	545
TOTAL	Total	0.125297156	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	4058.0	General	32387008	F	Females	13650.0	2005	400	545
TOTAL	Total	0.022543379	B20-B24	Human immunodeficiency virus [HIV] disease	685.0	General	30385862	M	Males	17894.0	2005	400	545
TOTAL	Total	0.007163366	B20-B24	Human immunodeficiency virus [HIV] disease	232.0	General	32387008	F	Females	13650.0	2005	400	545
TOTAL	Total	0.446293082	C_OTH	Other malignant neoplasms (remainder of C00-C97)	13561.0	General	30385862	M	Males	17894.0	2005	400	545
TOTAL	Total	0.289004776	C_OTH	Other malignant neoplasms (remainder of C00-C97)	9360.0	General	32387008	F	Females	13650.0	2005	400	545
TOTAL	Total	0.421465299	ALL	All Diseases	13650.0	General	32387008	F	Females	13650.0	2005	400	545
TOTAL	Total	0.588892295	ALL	All Diseases	17894.0	General	30385862	M	Males	17894.0	2005	400	545
TOTAL	Total	0.0	C53	Malignant neoplasm of cervix uteri		Genitourinary system	30385862	M	Males	7795.0	2005	265	330
TOTAL	Total	0.023497076	C53	Malignant neoplasm of cervix uteri	761.0	Genitourinary system	32387008	F	Females	11923.0	2005	265	330
TOTAL	Total	0.0	C54_C55	Malignant neoplasm of other parts of uterus		Genitourinary system	30385862	M	Males	7795.0	2005	265	330
TOTAL	Total	0.070645612	C54_C55	Malignant neoplasm of other parts of uterus	2288.0	Genitourinary system	32387008	F	Females	11923.0	2005	265	330
TOTAL	Total	0.0	C56	Malignant neoplasm of ovary		Genitourinary system	30385862	M	Males	7795.0	2005	265	330
TOTAL	Total	0.103405662	C56	Malignant neoplasm of ovary	3349.0	Genitourinary system	32387008	F	Females	11923.0	2005	265	330
TOTAL	Total	0.118838162	C67	Malignant neoplasm of bladder	3611.0	Genitourinary system	30385862	M	Males	7795.0	2005	265	330
TOTAL	Total	0.035168423	C67	Malignant neoplasm of bladder	1139.0	Genitourinary system	32387008	F	Females	11923.0	2005	265	330
TOTAL	Total	0.031462	N_OTH	Other diseases of the genitourinary system (remainder of N00-N99)	956.0	Genitourinary system	30385862	M	Males	7795.0	2005	265	330
TOTAL	Total	0.030104664	N_OTH	Other diseases of the genitourinary system (remainder of N00-N99)	975.0	Genitourinary system	32387008	F	Females	11923.0	2005	265	330
TOTAL	Total	0.106233616	N00-N29	Diseases of kidney and ureter	3228.0	Genitourinary system	30385862	M	Males	7795.0	2005	265	330
TOTAL	Total	0.10532001	N00-N29	Diseases of kidney and ureter	3411.0	Genitourinary system	32387008	F	Females	11923.0	2005	265	330
TOTAL	Total	0.368141447	ALL	All Diseases	11923.0	Genitourinary system	32387008	F	Females	11923.0	2005	265	330
TOTAL	Total	0.256533779	ALL	All Diseases	7795.0	Genitourinary system	30385862	M	Males	7795.0	2005	265	330
TOTAL	Total	0.344008671	I20_I23-I25	Other ischaemic heart diseases	10453.0	Heart	30385862	M	Males	44618.0	2005	290	450
TOTAL	Total	0.259178001	I20_I23-I25	Other ischaemic heart diseases	8394.0	Heart	32387008	F	Females	46054.0	2005	290	450
TOTAL	Total	0.422795312	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	12847.0	Heart	30385862	M	Males	44618.0	2005	290	450
TOTAL	Total	0.291721915	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	9448.0	Heart	32387008	F	Females	46054.0	2005	290	450
TOTAL	Total	0.701576279	I30-I51	Other heart diseases	21318.0	Heart	30385862	M	Males	44618.0	2005	290	450
TOTAL	Total	0.871090037	I30-I51	Other heart diseases	28212.0	Heart	32387008	F	Females	46054.0	2005	290	450
TOTAL	Total	1.421989954	ALL	All Diseases	46054.0	Heart	32387008	F	Females	46054.0	2005	290	450
TOTAL	Total	1.468380262	ALL	All Diseases	44618.0	Heart	30385862	M	Males	44618.0	2005	290	450
TOTAL	Total	0.065063153	C64	Malignant neoplasm of kidney. except renal pelvis	1977.0	Kidney	30385862	M	Males	1977.0	2005	310	360
TOTAL	Total	0.035693325	C64	Malignant neoplasm of kidney. except renal pelvis	1156.0	Kidney	32387008	F	Females	1156.0	2005	310	360
TOTAL	Total	0.035693325	ALL	All Diseases	1156.0	Kidney	32387008	F	Females	1156.0	2005	310	360
TOTAL	Total	0.065063153	ALL	All Diseases	1977.0	Kidney	30385862	M	Males	1977.0	2005	310	360
TOTAL	Total	0.044922208	C32	Malignant neoplasm of larynx	1365.0	Larynx	30385862	M	Males	1365.0	2005	278	523
TOTAL	Total	0.004106585	C32	Malignant neoplasm of larynx	133.0	Larynx	32387008	F	Females	133.0	2005	278	523
TOTAL	Total	0.004106585	ALL	All Diseases	133.0	Larynx	32387008	F	Females	133.0	2005	278	523
TOTAL	Total	0.044922208	ALL	All Diseases	1365.0	Larynx	30385862	M	Males	1365.0	2005	278	523
TOTAL	Total	0.014151318	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	430.0	Liver	30385862	M	Males	20122.0	2005	260	410
TOTAL	Total	0.010961185	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	355.0	Liver	32387008	F	Females	15984.0	2005	260	410
TOTAL	Total	0.181531793	C22	Malignant neoplasm of liver and intrahepatic bile ducts	5516.0	Liver	30385862	M	Males	20122.0	2005	260	410
TOTAL	Total	0.059344784	C22	Malignant neoplasm of liver and intrahepatic bile ducts	1922.0	Liver	32387008	F	Females	15984.0	2005	260	410
TOTAL	Total	0.098828857	E_OTH	Other endocrine. nutritional and metabolic diseases (remainder of E00-E90)	3003.0	Liver	30385862	M	Males	20122.0	2005	260	410
TOTAL	Total	0.159230516	E_OTH	Other endocrine. nutritional and metabolic diseases (remainder of E00-E90)	5157.0	Liver	32387008	F	Females	15984.0	2005	260	410
TOTAL	Total	0.184098776	E10-E14	Diabetes mellitus	5594.0	Liver	30385862	M	Males	20122.0	2005	260	410
TOTAL	Total	0.191743553	E10-E14	Diabetes mellitus	6210.0	Liver	32387008	F	Females	15984.0	2005	260	410
TOTAL	Total	0.183605125	K70_K73_K74	Chronic liver disease	5579.0	Liver	30385862	M	Males	20122.0	2005	260	410
TOTAL	Total	0.072251194	K70_K73_K74	Chronic liver disease	2340.0	Liver	32387008	F	Females	15984.0	2005	260	410
TOTAL	Total	0.493531233	ALL	All Diseases	15984.0	Liver	32387008	F	Females	15984.0	2005	260	410
TOTAL	Total	0.662215869	ALL	All Diseases	20122.0	Liver	30385862	M	Males	20122.0	2005	260	410
TOTAL	Total	0.014579149	A15-A19_B90	Tuberculosis	443.0	Lung	30385862	M	Males	46937.0	2005	230	460
TOTAL	Total	0.01290641	A15-A19_B90	Tuberculosis	418.0	Lung	32387008	F	Females	27356.0	2005	230	460
TOTAL	Total	0.727377752	C33_C34	Malignant neoplasm of trachea. bronchus and lung	22102.0	Lung	30385862	M	Males	46937.0	2005	230	460
TOTAL	Total	0.185074212	C33_C34	Malignant neoplasm of trachea. bronchus and lung	5994.0	Lung	32387008	F	Females	27356.0	2005	230	460
TOTAL	Total	0.222044055	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	6747.0	Lung	30385862	M	Males	46937.0	2005	230	460
TOTAL	Total	0.210485637	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	6817.0	Lung	32387008	F	Females	27356.0	2005	230	460
